Neighborhoods,ATM,Afghan Restaurant,Airport,Airport Terminal,American Restaurant,Andhra Restaurant,Arcade,Art Gallery,Art Museum,Arts & Crafts Store,Asian Restaurant,Athletics & Sports,Auto Garage,Auto Workshop,Automotive Shop,BBQ Joint,Badminton Court,Bagel Shop,Bakery,Bank,Bar,Basketball Court,Bed & Breakfast,Beer Bar,Beer Garden,Bengali Restaurant,Big Box Store,Bike Shop,Bistro,Boarding House,Bookstore,Botanical Garden,Boutique,Bowling Alley,Boxing Gym,Breakfast Spot,Brewery,Bridge,Bubble Tea Shop,Buffet,Building,Burger Joint,Burrito Place,Bus Line,Bus Station,Bus Stop,Business Service,Butcher,Cafeteria,Caf√©,Candy Store,Capitol Building,Caribbean Restaurant,Castle,Chaat Place,Chettinad Restaurant,Chinese Restaurant,Chocolate Shop,Clothing Store,Cocktail Bar,Coffee Shop,Comfort Food Restaurant,Concert Hall,Construction & Landscaping,Convenience Store,Cosmetics Shop,Coworking Space,Creperie,Cricket Ground,Cupcake Shop,Dance Studio,Deli / Bodega,Department Store,Dessert Shop,Dim Sum Restaurant,Diner,Dive Bar,Donut Shop,Dry Cleaner,Dumpling Restaurant,Eastern European Restaurant,Electronics Store,Event Space,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Financial or Legal Service,Flea Market,Food,Food & Drink Shop,Food Court,Food Service,Food Stand,Food Truck,French Restaurant,Fried Chicken Joint,Furniture / Home Store,Gaming Cafe,Garden,Garden Center,Gas Station,Gastropub,General Entertainment,German Restaurant,Golf Course,Gourmet Shop,Grocery Store,Gym,Gym / Fitness Center,Gym Pool,Halal Restaurant,Health Food Store,Hill,Historic Site,History Museum,Hockey Arena,Hookah Bar,Hospital,Hotel,Hotel Bar,Hotel Pool,Hyderabadi Restaurant,Ice Cream Shop,Indian Chinese Restaurant,Indian Restaurant,Indian Sweet Shop,Indie Movie Theater,Intersection,Italian Restaurant,Japanese Restaurant,Jewelry Store,Juice Bar,Kebab Restaurant,Kerala Restaurant,Kids Store,Korean Restaurant,Lake,Light Rail Station,Lighthouse,Liquor Store,Lounge,Maharashtrian Restaurant,Market,Mediterranean Restaurant,Men's Store,Metro Station,Mexican Restaurant,Middle Eastern Restaurant,Miscellaneous Shop,Mobile Phone Shop,Modern European Restaurant,Monument / Landmark,Motorcycle Shop,Movie Theater,Moving Target,Multicuisine Indian Restaurant,Multiplex,Music Store,Music Venue,Neighborhood,Nightclub,Noodle House,North Indian Restaurant,Office,Other Great Outdoors,Outlet Store,Paintball Field,Pakistani Restaurant,Paper / Office Supplies Store,Park,Parsi Restaurant,Performing Arts Venue,Pharmacy,Pizza Place,Planetarium,Platform,Playground,Plaza,Pool,Pool Hall,Pub,Punjabi Restaurant,Racecourse,Racetrack,Rajasthani Restaurant,Recreation Center,Resort,Restaurant,Road,Roof Deck,Salad Place,Salon / Barbershop,Sandwich Place,Scenic Lookout,Science Museum,Seafood Restaurant,Shop & Service,Shopping Mall,Shopping Plaza,Smoke Shop,Snack Place,Soccer Field,Soccer Stadium,South Indian Restaurant,Southern / Soul Food Restaurant,Spa,Sporting Goods Shop,Sports Bar,Stadium,Steakhouse,Supermarket,Sushi Restaurant,Szechuan Restaurant,Tea Room,Tech Startup,Tex-Mex Restaurant,Thai Restaurant,Theater,Tibetan Restaurant,Toll Booth,Tourist Information Center,Toy / Game Store,Track Stadium,Trail,Train Station,Travel & Transport,Turkish Restaurant,Udupi Restaurant,Vegetarian / Vegan Restaurant,Vietnamese Restaurant,Wine Bar,Wine Shop,Women's Store,Yoga Studio
NH44,0,0.01,0,0,0.01,0.01,0,0,0,0.01,0.02,0,0,0,0,0.01,0,0,0.01,0,0.03,0,0.01,0,0,0,0,0,0,0,0.02,0,0,0,0,0.01,0.03,0,0,0,0,0.02,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.03,0,0.04,0.01,0.02,0,0,0,0,0,0,0,0.01,0.01,0,0.01,0.01,0.01,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0.01,0,0,0.1,0.01,0,0,0.04,0,0.05,0,0,0,0.02,0.02,0,0,0,0,0,0.01,0,0,0,0,0.05,0,0,0.01,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.03,0,0,0,0,0.01,0,0,0,0,0,0,0.02,0,0.02,0,0.03,0,0,0.01,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.01,0
NH48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016129032,0,0,0,0,0,0,0,0,0,0.016129032,0,0,0,0,0,0,0.016129032,0,0,0,0,0,0.032258065,0,0,0,0,0,0,0,0.080645161,0,0,0,0,0,0,0,0,0,0,0.016129032,0,0,0,0,0,0,0,0,0,0,0,0.016129032,0,0,0,0,0,0,0,0,0,0,0,0,0.016129032,0.096774194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096774194,0,0.274193548,0,0,0,0.016129032,0,0,0.016129032,0,0,0,0,0.016129032,0,0,0.016129032,0.016129032,0,0,0,0,0,0,0,0,0,0,0,0.016129032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064516129,0,0,0,0,0,0,0,0,0,0,0,0,0.016129032,0.016129032,0,0,0,0,0,0,0,0,0,0,0,0,0.048387097,0,0,0.032258065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016129032,0,0,0,0,0.032258065,0,0,0,0,0
NH648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NH75,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0.02,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0.03,0,0.03,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0.03,0,0,0,0,0,0,0.05,0,0.02,0,0.06,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.02,0,0,0,0.01,0,0,0,0,0.03,0.01,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0.03,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.1,0,0.1,0,0,0,0.06,0,0,0,0,0.01,0,0,0,0,0,0,0.05,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0.01,0,0,0.02,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0.01,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0,0.03,0,0,0,0.01,0
NICE Road,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nagarbhavi,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0.105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0.052631579,0,0,0.052631579,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Namma Metro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0.111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nandini Layout,0,0,0,0,0,0,0,0,0,0,0.024691358,0,0,0,0,0,0,0,0.012345679,0,0.024691358,0,0,0,0,0,0,0,0,0,0.012345679,0,0,0.037037037,0,0,0.012345679,0,0,0,0,0,0,0,0,0,0,0,0,0.049382716,0,0,0,0,0,0,0.024691358,0,0.024691358,0,0.037037037,0,0,0,0.012345679,0,0,0,0,0,0,0,0.024691358,0,0,0,0,0.024691358,0,0,0,0.024691358,0,0,0,0,0.061728395,0,0,0,0,0,0.012345679,0,0,0,0.012345679,0,0,0,0,0,0.012345679,0,0,0,0,0,0,0,0.012345679,0,0,0,0,0,0,0,0,0,0.049382716,0,0,0,0.012345679,0,0.024691358,0,0.012345679,0,0.049382716,0,0,0,0,0,0,0,0,0.024691358,0,0,0.049382716,0,0,0.012345679,0,0,0.012345679,0,0.012345679,0,0,0,0.012345679,0.024691358,0,0,0.037037037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024691358,0,0.012345679,0,0,0,0,0,0,0,0,0.012345679,0,0,0.012345679,0,0,0,0,0,0,0,0.012345679,0,0.012345679,0,0,0.024691358,0,0,0,0,0,0,0,0,0.012345679,0,0,0,0,0,0,0.012345679,0,0,0,0,0,0,0,0.037037037,0,0,0,0.037037037,0,0,0,0,0
National Law School of India University,0,0,0,0,0,0.028571429,0,0,0,0,0,0,0.028571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028571429,0.057142857,0,0,0,0,0,0,0,0,0.028571429,0,0,0,0,0.057142857,0,0,0,0,0,0,0,0,0.028571429,0,0.057142857,0,0,0,0,0.028571429,0,0,0,0,0,0,0.028571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028571429,0,0,0,0,0,0,0,0,0,0,0.057142857,0,0,0,0,0,0,0,0,0.028571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.085714286,0,0.085714286,0,0,0,0,0,0,0.028571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028571429,0,0,0,0,0,0,0,0.028571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057142857,0.028571429,0,0,0,0.028571429,0,0,0.028571429,0,0,0,0,0.028571429,0,0,0.028571429,0,0,0,0,0,0,0.028571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nayandahalli,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0.105263158,0,0,0,0,0,0.052631579,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0.157894737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0.052631579,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0
Nelamangala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Old Airport Road,0,0,0,0.034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034482759,0,0,0,0,0.034482759,0,0,0,0,0,0,0.034482759,0,0.034482759,0,0.034482759,0,0,0,0,0,0,0,0,0,0,0,0.068965517,0,0,0,0,0,0,0,0,0,0,0,0,0.034482759,0.103448276,0,0,0,0,0,0,0,0,0.034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034482759,0,0,0,0,0,0,0.034482759,0,0,0,0,0,0,0,0,0,0.275862069,0,0,0,0,0,0,0,0,0,0,0.034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034482759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.034482759,0,0
Outer Ring Road,0,0,0,0.0125,0,0.025,0,0,0,0,0.025,0.0125,0,0,0,0.0375,0,0,0.0125,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0.025,0,0,0,0,0.05,0,0,0,0,0,0,0.0375,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0.0375,0,0,0,0,0,0,0,0,0.0125,0,0,0,0,0.025,0,0,0,0,0,0.0125,0,0,0,0,0,0.0125,0,0,0,0,0.025,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0.0375,0,0,0,0.05,0,0.1875,0,0,0.0125,0,0,0,0,0,0.0125,0,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0.025,0,0.0125,0,0.0125,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0.0125,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0.0125,0.0375,0,0,0,0,0
Padmanabhanagar,0,0,0,0,0,0,0.013333333,0,0,0.013333333,0.013333333,0,0,0,0,0,0,0,0.026666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053333333,0,0,0,0,0,0.026666667,0,0,0,0,0,0,0,0.093333333,0,0,0,0,0,0,0,0,0.026666667,0,0.013333333,0,0,0,0.013333333,0,0,0,0,0,0,0,0.026666667,0.013333333,0,0.013333333,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0,0.013333333,0,0.013333333,0,0,0,0,0,0,0,0,0,0,0,0.013333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0.013333333,0.12,0,0,0,0,0,0,0.013333333,0,0,0,0,0,0,0,0.013333333,0,0,0,0,0,0,0,0,0,0.013333333,0,0,0,0.026666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013333333,0,0,0,0.066666667,0,0,0,0,0,0,0.013333333,0,0,0,0,0.013333333,0,0,0,0,0,0,0.013333333,0,0,0.013333333,0,0.026666667,0,0,0.04,0,0,0.013333333,0,0,0,0,0,0,0,0,0,0.013333333,0,0,0,0,0,0,0,0.013333333,0,0,0,0,0,0.013333333,0,0,0,0,0,0
Peenya,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105263158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0.157894737,0,0,0,0,0,0.052631579,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0.052631579,0,0,0,0,0,0,0,0.052631579,0,0.052631579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052631579,0,0,0,0,0,0,0,0,0
Pete,0,0,0,0,0.01,0,0.01,0.01,0,0.01,0.01,0.01,0,0,0,0,0,0.01,0.02,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0.04,0.02,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0.03,0,0.01,0,0,0,0,0.02,0,0.01,0.01,0.02,0,0,0,0,0,0,0,0.01,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0.01,0,0,0.05,0,0,0,0.02,0,0.14,0,0,0,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0.01,0,0,0.02,0,0.01,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.01,0,0,0.01,0,0,0.02,0,0.01,0,0,0.01,0.01,0,0.02,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0.03,0,0.01,0,0,0
Phoenix Market City,0,0,0,0,0.0125,0,0,0,0,0,0.0375,0,0,0.0125,0,0.025,0,0,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0.0125,0,0,0,0,0,0,0,0,0.0125,0,0,0,0.0125,0.05,0,0,0,0,0,0,0,0,0.0625,0,0.0875,0,0,0,0,0,0,0.0125,0,0,0,0,0.025,0,0.0125,0,0,0.025,0,0,0,0.0125,0,0,0,0,0.0375,0,0,0,0,0,0,0,0,0,0.025,0.0125,0,0,0,0,0,0.0125,0,0,0,0,0.0125,0.025,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0.0125,0,0.05,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0.0125,0,0.0125,0,0,0,0,0,0,0,0,0.025,0,0,0.0375,0,0,0,0,0.0125,0,0.025,0,0,0,0,0.0125,0,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0,0,0,0,0.0125,0,0.0125,0,0,0,0,0.025,0,0,0.0125,0,0,0,0,0,0.025,0.0125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0125,0,0.0125,0,0,0,0,0,0.0125,0,0,0,0
R. T. Nagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0.025,0,0.025,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0.05,0.1,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0.275,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0,0,0,0,0
Rajajinagar,0,0,0,0,0,0,0,0,0,0,0.011494253,0,0,0,0,0,0,0,0.034482759,0,0.011494253,0,0,0.011494253,0,0,0,0,0,0,0.011494253,0,0,0.034482759,0,0.022988506,0.011494253,0,0,0,0,0,0,0,0,0,0,0,0,0.068965517,0,0,0,0,0,0,0.045977011,0,0.022988506,0,0.034482759,0,0,0,0.011494253,0,0,0,0,0,0,0,0.022988506,0,0,0,0,0.022988506,0,0,0,0.011494253,0,0,0,0,0.045977011,0,0,0,0,0,0.011494253,0,0,0,0.011494253,0,0,0,0,0,0.011494253,0,0,0,0,0,0,0.011494253,0.011494253,0,0,0,0,0,0,0,0,0,0.034482759,0,0,0,0.022988506,0,0.103448276,0,0,0,0.045977011,0,0,0.011494253,0,0,0,0,0,0,0,0,0.045977011,0,0,0,0,0,0.011494253,0,0,0,0,0,0.011494253,0.011494253,0,0,0.022988506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011494253,0,0,0,0,0,0,0.011494253,0,0,0,0.011494253,0,0,0.011494253,0,0,0,0,0,0,0,0.011494253,0,0.011494253,0,0,0.022988506,0,0,0.011494253,0,0,0,0,0,0.011494253,0,0,0,0,0,0,0.011494253,0,0,0,0,0,0,0,0.011494253,0,0,0,0.045977011,0,0,0,0,0
Rajarajeshwari Nagar,0,0,0,0,0,0,0.032258065,0,0,0,0,0,0,0,0,0,0,0,0.032258065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032258065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.064516129,0,0,0,0,0,0,0,0,0,0,0.064516129,0,0,0,0,0,0,0,0,0,0,0,0.032258065,0,0,0.032258065,0,0,0,0,0,0,0,0,0,0,0.064516129,0,0,0,0,0,0.032258065,0,0,0,0,0.032258065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032258065,0.032258065,0,0,0,0,0,0,0,0.064516129,0,0,0,0,0.032258065,0,0,0,0,0,0,0,0,0.032258065,0,0,0,0,0,0,0,0,0,0,0.032258065,0,0,0,0.032258065,0,0,0,0,0,0,0,0,0.032258065,0,0,0,0.161290323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032258065,0,0,0,0,0,0,0,0,0.064516129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032258065,0,0,0,0,0
Ramamurthy Nagar,0,0,0,0,0,0,0,0,0,0,0.090909091,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Richmond Town,0,0,0,0,0.01,0.01,0.01,0,0,0,0.01,0.01,0,0,0,0.01,0,0,0.01,0,0.01,0,0.01,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0.03,0.04,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0.02,0,0.01,0.02,0.03,0,0,0,0,0,0,0,0.01,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0,0,0,0,0,0,0.01,0,0,0.06,0,0,0,0.03,0,0.1,0,0,0,0.02,0.02,0,0,0,0,0,0.01,0,0,0,0,0.06,0,0,0.01,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0.01,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.02,0,0,0,0,0.01,0.01,0,0.01,0,0,0,0.01,0,0.02,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.03,0,0.01,0,0,0
