Neighborhoods,ATM,Afghan Restaurant,Airport,Airport Terminal,American Restaurant,Andhra Restaurant,Arcade,Art Gallery,Art Museum,Arts & Crafts Store,Asian Restaurant,Athletics & Sports,Auto Garage,Auto Workshop,Automotive Shop,BBQ Joint,Badminton Court,Bagel Shop,Bakery,Bank,Bar,Basketball Court,Bed & Breakfast,Beer Bar,Beer Garden,Bengali Restaurant,Big Box Store,Bike Shop,Bistro,Boarding House,Bookstore,Botanical Garden,Boutique,Bowling Alley,Boxing Gym,Breakfast Spot,Brewery,Bridge,Bubble Tea Shop,Buffet,Building,Burger Joint,Burrito Place,Bus Line,Bus Station,Bus Stop,Business Service,Butcher,Cafeteria,Caf√©,Candy Store,Capitol Building,Caribbean Restaurant,Castle,Chaat Place,Chettinad Restaurant,Chinese Restaurant,Chocolate Shop,Clothing Store,Cocktail Bar,Coffee Shop,Comfort Food Restaurant,Concert Hall,Construction & Landscaping,Convenience Store,Cosmetics Shop,Coworking Space,Creperie,Cricket Ground,Cupcake Shop,Dance Studio,Deli / Bodega,Department Store,Dessert Shop,Dim Sum Restaurant,Diner,Dive Bar,Donut Shop,Dry Cleaner,Dumpling Restaurant,Eastern European Restaurant,Electronics Store,Event Space,Falafel Restaurant,Farm,Farmers Market,Fast Food Restaurant,Field,Financial or Legal Service,Flea Market,Food,Food & Drink Shop,Food Court,Food Service,Food Stand,Food Truck,French Restaurant,Fried Chicken Joint,Furniture / Home Store,Gaming Cafe,Garden,Garden Center,Gas Station,Gastropub,General Entertainment,German Restaurant,Golf Course,Gourmet Shop,Grocery Store,Gym,Gym / Fitness Center,Gym Pool,Halal Restaurant,Health Food Store,Hill,Historic Site,History Museum,Hockey Arena,Hookah Bar,Hospital,Hotel,Hotel Bar,Hotel Pool,Hyderabadi Restaurant,Ice Cream Shop,Indian Chinese Restaurant,Indian Restaurant,Indian Sweet Shop,Indie Movie Theater,Intersection,Italian Restaurant,Japanese Restaurant,Jewelry Store,Juice Bar,Kebab Restaurant,Kerala Restaurant,Kids Store,Korean Restaurant,Lake,Light Rail Station,Lighthouse,Liquor Store,Lounge,Maharashtrian Restaurant,Market,Mediterranean Restaurant,Men's Store,Metro Station,Mexican Restaurant,Middle Eastern Restaurant,Miscellaneous Shop,Mobile Phone Shop,Modern European Restaurant,Monument / Landmark,Motorcycle Shop,Movie Theater,Moving Target,Multicuisine Indian Restaurant,Multiplex,Music Store,Music Venue,Neighborhood,Nightclub,Noodle House,North Indian Restaurant,Office,Other Great Outdoors,Outlet Store,Paintball Field,Pakistani Restaurant,Paper / Office Supplies Store,Park,Parsi Restaurant,Performing Arts Venue,Pharmacy,Pizza Place,Planetarium,Platform,Playground,Plaza,Pool,Pool Hall,Pub,Punjabi Restaurant,Racecourse,Racetrack,Rajasthani Restaurant,Recreation Center,Resort,Restaurant,Road,Roof Deck,Salad Place,Salon / Barbershop,Sandwich Place,Scenic Lookout,Science Museum,Seafood Restaurant,Shop & Service,Shopping Mall,Shopping Plaza,Smoke Shop,Snack Place,Soccer Field,Soccer Stadium,South Indian Restaurant,Southern / Soul Food Restaurant,Spa,Sporting Goods Shop,Sports Bar,Stadium,Steakhouse,Supermarket,Sushi Restaurant,Szechuan Restaurant,Tea Room,Tech Startup,Tex-Mex Restaurant,Thai Restaurant,Theater,Tibetan Restaurant,Toll Booth,Tourist Information Center,Toy / Game Store,Track Stadium,Trail,Train Station,Travel & Transport,Turkish Restaurant,Udupi Restaurant,Vegetarian / Vegan Restaurant,Vietnamese Restaurant,Wine Bar,Wine Shop,Women's Store,Yoga Studio
Russell Market,0,0.01,0,0,0.01,0.01,0,0,0,0.01,0.01,0,0,0,0,0.01,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0.03,0,0.01,0,0,0.02,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0.04,0,0.01,0.01,0.03,0,0.01,0,0,0,0,0,0.01,0.01,0,0.01,0.01,0.01,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.02,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0.01,0,0.01,0.04,0,0.14,0,0,0,0.02,0.02,0,0.01,0,0,0,0.01,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0.02,0,0,0,0.01,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.02,0,0,0.01,0,0.01,0,0,0,0,0,0,0.02,0,0,0,0.02,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0,0.01,0
SH35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SH39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SH87,0,0.01,0,0,0.01,0.01,0.01,0,0,0.01,0.01,0.01,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0.03,0,0.01,0,0,0.02,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0.03,0,0.02,0.02,0.02,0,0,0,0,0,0,0,0.01,0.01,0,0.01,0,0.01,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0.07,0,0,0,0.03,0,0.12,0,0,0,0.02,0.03,0,0,0,0,0,0.01,0,0,0,0,0.06,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0.01,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.03,0,0,0,0,0.01,0,0,0,0,0,0,0.02,0,0.02,0,0.03,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.02,0,0.01,0,0.01,0
Sadashivanagar,0,0,0,0,0,0,0,0,0,0,0.027027027,0,0,0,0,0,0,0,0.013513514,0,0.013513514,0,0,0,0,0,0,0,0.013513514,0,0,0,0,0.013513514,0,0.013513514,0,0,0,0,0,0.013513514,0,0,0,0,0,0,0,0.040540541,0,0,0,0,0,0,0.067567568,0,0,0,0.040540541,0,0,0,0,0,0,0,0,0,0,0,0.013513514,0,0,0,0,0,0,0,0,0,0,0,0,0.013513514,0.040540541,0.013513514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040540541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148648649,0,0.22972973,0,0,0,0.027027027,0,0,0.013513514,0,0,0,0,0,0,0,0,0.013513514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013513514,0,0,0,0,0,0,0,0,0,0,0,0,0.040540541,0,0,0,0.013513514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013513514,0,0,0.013513514,0,0,0,0,0.013513514,0,0,0.013513514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013513514,0,0,0,0,0.040540541,0,0,0,0.013513514,0
Sarjapura,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Seshadripuram,0,0,0,0,0,0,0.02,0.02,0.01,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.04,0,0.01,0,0.05,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0.03,0,0,0,0.02,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0.02,0,0,0,0,0,0,0,0,0.01,0,0.06,0.01,0,0,0.05,0,0.2,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0.02,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0.01,0,0,0.02,0,0,0.01,0.01,0,0,0.02,0,0,0,0,0.01,0,0,0.02,0,0.01,0,0,0.01,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0,0.01,0.01,0
Shivajinagar,0,0.01,0,0,0.01,0.01,0,0,0.01,0.01,0.01,0,0,0,0,0.01,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0.02,0,0.01,0,0,0.02,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0.04,0,0.02,0.01,0.03,0,0.01,0,0,0,0,0,0.01,0.01,0,0.01,0.01,0.01,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.02,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.01,0.04,0,0.13,0,0,0,0.02,0.02,0,0.02,0,0,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0.01,0,0.02,0,0,0,0.02,0,0,0,0.01,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0.02,0,0,0.01,0,0,0,0,0,0,0,0,0.02,0,0,0,0.02,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0
Thavarekere,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0.02,0,0,0,0,0,0,0,0,0,0.02,0,0,0.01,0,0,0.02,0,0,0,0,0.01,0,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0.03,0,0.01,0,0.03,0.01,0,0,0,0.01,0,0.01,0,0,0,0,0.01,0.04,0.01,0,0,0.02,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0.02,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0.06,0,0.19,0,0.01,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0.03,0,0,0,0.01,0,0.01,0,0,0.01,0,0,0,0.01,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0.02,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.01
Ulsoor,0,0,0,0,0,0.02,0,0,0,0,0.01,0.01,0,0,0,0.03,0,0,0.02,0,0.05,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0.08,0,0,0.01,0,0,0,0.06,0,0.01,0.01,0.03,0,0,0,0,0,0,0,0,0,0,0,0.03,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0.02,0.01,0,0.01,0.02,0,0.13,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.02,0,0,0.01,0.04,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0,0,0,0,0.01,0,0,0,0,0,0,0.06,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0.02,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0,0
Ulsoor Lake,0,0.01,0,0,0,0.03,0,0,0,0.01,0.01,0.01,0,0,0,0.02,0,0,0.01,0,0.04,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0.07,0,0,0,0,0,0,0.04,0,0.02,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0.03,0.01,0,0.01,0,0.01,0,0,0.01,0,0,0,0,0,0.03,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03,0.01,0,0.01,0.04,0,0.16,0,0,0,0,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0.01,0,0.01,0.01,0.01,0,0.01,0.03,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0.01,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0.02,0,0,0.01,0,0,0.01,0,0,0,0,0,0.01,0,0,0,0.04,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0
Uttarahalli,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.285714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857143,0,0,0,0,0,0,0,0,0,0
Varthur,0,0,0,0,0.035714286,0,0,0,0,0,0.035714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0,0,0,0,0,0,0,0.035714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0,0,0,0,0,0,0,0.035714286,0,0,0,0,0,0.035714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0,0,0,0,0.142857143,0,0,0,0.035714286,0,0,0,0,0,0,0,0.035714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0.107142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107142857,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0,0.071428571,0,0,0,0,0.035714286,0,0,0,0,0.035714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035714286,0,0,0,0.035714286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vasanth Nagar,0,0,0,0,0,0,0.02,0.02,0.01,0,0.01,0,0,0,0,0.01,0,0,0.02,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0.01,0,0.03,0,0.02,0,0.04,0,0.01,0,0,0,0,0,0.01,0,0,0,0.02,0.02,0,0,0,0.02,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0.01,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0.05,0.01,0,0,0.05,0,0.18,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0.01,0,0.01,0,0.02,0,0,0,0,0,0,0,0,0.02,0,0,0,0.01,0,0,0,0.01,0,0.01,0.02,0,0,0.01,0.01,0,0,0.02,0,0,0,0,0.01,0,0,0.01,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0.01,0,0.01,0.01,0
Vidyaranyapura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0.071428571,0,0,0,0,0,0,0.071428571,0,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0.142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vijayanagar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vijayanagara Empire,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Whitefield,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03030303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03030303,0,0.015151515,0.03030303,0,0,0,0,0,0,0,0,0,0,0,0,0.075757576,0,0,0,0,0.015151515,0,0.015151515,0,0,0.015151515,0.03030303,0,0,0,0,0,0,0,0,0,0,0,0.03030303,0,0,0,0,0.015151515,0,0,0.015151515,0,0,0.015151515,0,0,0.045454545,0,0,0,0.015151515,0,0.015151515,0,0,0.015151515,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015151515,0.03030303,0,0,0,0,0,0,0,0,0,0.136363636,0,0,0,0.03030303,0,0.090909091,0,0,0,0.015151515,0,0,0,0,0,0,0,0,0,0,0,0,0.015151515,0.015151515,0,0,0,0.015151515,0,0,0,0,0,0,0.015151515,0,0,0,0,0,0,0,0,0,0.015151515,0,0,0,0,0,0,0,0,0,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0.060606061,0,0,0,0,0.015151515,0,0,0,0,0.045454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wipro,0,0.015625,0,0,0,0.015625,0,0,0,0,0,0,0,0,0,0,0.015625,0,0.015625,0,0.015625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0.015625,0,0,0,0,0,0,0,0.015625,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0.0625,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0,0,0,0.015625,0,0,0.015625,0,0,0,0,0,0.0625,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0.015625,0.015625,0,0,0,0,0,0.015625,0,0,0,0,0,0,0,0,0,0.015625,0,0,0,0.03125,0,0.125,0,0,0,0,0,0,0,0,0.015625,0,0,0.015625,0,0,0,0.046875,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0,0.015625,0,0,0,0,0,0.015625,0,0,0,0,0,0,0,0,0,0,0.078125,0,0,0,0,0,0,0.015625,0,0,0,0,0,0,0,0,0,0,0,0.03125,0,0,0.015625,0,0.015625,0,0,0,0,0,0,0,0,0,0.03125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015625,0,0,0,0,0,0,0,0
Yelahanka,0,0,0,0,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041666667,0.041666667,0,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041666667,0,0.125,0,0,0,0,0,0,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0.041666667,0,0.041666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041666667,0,0,0,0.041666667,0,0,0,0,0
Yeshwanthpur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076923077,0,0,0,0,0,0,0,0,0
Yeshwantpur,0,0,0,0,0,0,0,0,0,0,0.014084507,0,0,0,0,0,0,0,0.014084507,0,0.014084507,0,0,0,0,0,0,0,0.014084507,0,0,0,0,0,0,0.014084507,0,0,0,0,0,0.014084507,0,0,0.028169014,0,0,0,0,0.056338028,0,0,0,0,0,0,0.070422535,0,0,0,0.014084507,0,0,0,0,0.014084507,0,0,0,0,0,0,0.028169014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070422535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014084507,0,0,0,0.014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.098591549,0,0.253521127,0,0,0,0.028169014,0,0,0,0,0.014084507,0,0,0.014084507,0,0,0,0.014084507,0,0,0,0,0,0,0,0,0,0,0,0.014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014084507,0.028169014,0,0,0,0.056338028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014084507,0,0,0,0,0,0,0,0.014084507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.014084507,0,0,0,0,0.028169014,0,0,0,0,0
flyover,0,0,0,0,0,0,0,0.029411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0,0,0,0.029411765,0,0,0,0,0.029411765,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0.088235294,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029411765,0,0.205882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029411765,0,0,0,0,0.029411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.058823529,0,0,0.029411765,0,0,0,0,0,0.029411765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
railway station,0,0.010309278,0,0,0.010309278,0,0,0.020618557,0.010309278,0,0.010309278,0,0,0,0,0.020618557,0,0,0.020618557,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010309278,0.010309278,0,0,0,0,0,0,0,0.010309278,0,0,0,0,0,0,0,0.051546392,0.010309278,0,0,0,0,0,0.030927835,0,0.030927835,0,0.030927835,0,0.010309278,0,0,0.010309278,0,0,0.010309278,0,0,0,0.020618557,0,0,0,0,0,0,0,0,0,0.010309278,0,0,0,0.020618557,0,0,0,0,0,0,0,0,0,0.010309278,0.010309278,0,0,0,0,0,0,0,0,0.010309278,0,0,0.010309278,0,0,0,0,0,0,0,0,0,0,0.041237113,0.010309278,0,0.010309278,0.041237113,0,0.144329897,0,0,0,0,0.010309278,0,0.030927835,0,0,0,0,0,0,0,0,0.020618557,0,0,0,0,0,0,0.010309278,0,0,0,0.010309278,0,0,0,0,0,0,0.010309278,0,0.020618557,0,0,0,0,0,0,0,0,0.020618557,0,0,0,0.020618557,0,0,0,0,0,0.010309278,0.030927835,0,0,0.010309278,0,0,0,0.010309278,0,0,0,0,0.010309278,0,0,0,0,0.010309278,0,0,0.020618557,0,0,0,0,0,0,0,0,0.010309278,0,0,0,0.020618557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010309278,0,0.010309278,0.030927835,0
